,text,label
2234,移动应用检测服务安全检测通过静态中的在线交互分析环境及全方位的安全检测插件与动态中的深度全方位监测分析相互结合，对应用进行全方面检测。动态分析系统能够对样本运行时的网络传输、数据读写等敏感行为进行监控及关联分析，并使用污点数据追踪技术对隐私窃取类别的恶意行为进行准确识别。移动应用加固服务是给移动应用进行加密、加壳保护的安全技术产品，可保护应用远离恶意破解、反编译、二次打包，内存抓取等威胁，同时给应用提供数据加密、签名校验、防内存修改、完整性校验等保护。,安全
2235,网神SecIPS 3600入侵防御系统网神SecIPS 3600入侵防御系统将深度内容检测、安全防护、上网行为管理等技术完美地结合在一起。配合实时更新的入侵攻击特征库，可检测防护3000种以上的网络攻击行为，包括探测与扫描、可疑代码、蠕虫、病毒、木马、间谍软件等各种网络威胁，并具有丰富的上网行为管理功能，可对P2P、聊天、在线游戏、虚拟通道等访问实现细粒度管理控制。从而，很好地提供了动态、主动、深度的安全防御。,安全
2236,海安盾集团自主研发的工业互联网安全监测和防护平台COSMOPlat海安盾，结合现有的网络安全保障体系架构，满足了工业物联网对于网络基础架构、应用、数据保户和加密、身份和权限等网络信息安全的保障要求,安全
2237,A4系列变频器A4-160K-A特色性能： 转速跟踪启动 变频器对正在旋转的电机进行速度辨识，并从识别到的频率直接跟踪启动，启动过程电流电压平滑无冲击低频高力矩 闭环矢量控制 0.00Hz 180%；开环矢量控制 2：0.25Hz 180%  ； 开环矢量控制 1： 0.50Hz 180%重点功能 转矩/速度控制模式切换、多功能输入/输出端子、欠压调节、三地切换、转速跟踪、转矩限制、多段速运行（ 最多至2 3段）、自整定、S段曲线加减速、转差补偿、P I D调节、下垂控制、限流控制、手动/自动转矩提升、电流限定频率范围 0 . 00～300 . 00 H z 注：开环矢量控制1方式0 . 0～3000 . 0 H z可根据客户需求定制起动频率 0. 00～60. 00Hz加减速时间 0. 1～36000s.(A4以上支持0.01s)能耗制动能力 制动单元动作电压：650～750V直流制动能力 直流制动起始频率：0. 00～300. 00Hz.直流制动电流：恒转矩0. 0～120. 0%；变转矩0. 0～90. 0% 直流制动时间：0. 0～30. 0s:无需直流制动起始等待时间，实现快速制动磁通制动功能 一直动作，减速时不动作可选，出厂默认减速时不动作参数拷贝 标准操作面板可实现参数上传、下载， 有拷贝进度指示;对已经上传的参数可选择禁止上传覆盖共直流母线 全系列可实现多台变频器共用直流母线供电独立风道 全系列采用独立风道设计， 支持散热器柜外安装方式万能扩展接口 支持客户二次开发带C P U的万能扩展板： 物理接口S P I总线， 软件协议 M o d b u s扩展卡 P G 反馈卡、恒压供水模块、Modbus、Profibus、Can通讯适配器上电自检 实现对内部及外围电路的上电自检， 如电机接地、+ 1 0 V电源输出异常、模拟输入异常、断线等.特色保护 电源欠压、过流保护、过压保护、干扰保护、自整定故障、模块保护、散热器过热保护、变频器过载保护、电机过载保护、外设保护、电流检测异常、输出对地短路异常、运行中异常掉电、输入电源异常、输出缺相异常、EEPROM 异常、继电器吸合异常、温度采样断线、编码器断线、+ 1 0 V 电源输出异常、模拟输入异常、电机过热（P T C） 、通讯异常、版本兼容异常、拷贝异常扩展卡连接异常、端子互斥性检查未通过、硬件过载保护,智能装备
2238,工业互联网平台、化工工业互联网、工业互联网标识解析服务,工业软件与平台
2239,蛇形臂机器人描述：主要应用在狭小空间和恶劣环境领域，使用不同工具能够完成多种复杂作业，如飞行器翼肋隔舱狭小环境内的钻孔作业、核电站反应堆冷却管路的检修作业、越过视野障碍对目标的侦查作业、地震现场被困人员的搜救作业等。,智能装备
2240,在线力学性能测试仪本公司开发了基于自动球压痕、适用于服役装置的在线、快速、无损的便携式多功能自动球压痕测试仪。传统的拉伸试验要求从设备上取样，往往会破坏设备完整性，并造成长期非计划停车。,智能装备
2241,HZC-6151 19’@1U 国产化网络安全平台HZC-6151是一款基于飞腾公司推出的4核国产化处理器的嵌入式网络安全平台，主频 1.5GHz，搭配使用紫光DDR3国产化内存，最大支持8GB。板载8路千兆网口，支持2对bypass功能，同时内部支持多种PCI-E总线扩展网络通信接口，网络接口形式可选4SFP，4RJ45，4SFP4RJ45，8SFP，8RJ45，2SFP+，4SFP+，2QSFP+。内部可通过转接的方式，搭配使用客户的功能卡。HZC-6151定位用于国产化网络安全网关计算平台，适用于防火墙、应用交付、UTM、安全审计、网络流量管理、数据采集、应用加密等诸多应用，具有运算能力强、网络性能优异、通信接口丰富、扩展灵活等特点。,安全
2242,SQ3SQ3系列信号隔离采用高效电磁隔离技术，实现电源、输入、输出三端的可靠隔离；有效解决工业自动化控制系统现场干扰问题，保证系统的稳定和可靠的运行。采用先进的低功耗技术，超薄外壳低功耗（0.1W）、低发热、高精度的信号转换，保证用户密集安装长期可靠，为用户节省机柜安装空间。,工业自动化
2243,瓶类质量在线检测系统可检测产品标识有无、正反、防错、防漏、字符识别等问题；可精准识别产品上的各种字符、条形码、二维码等，字符识别率高达99.99%;可对产品字符如生产日期、批号等进行数据校验比对，杜绝打标设备打错日期等；可在线式应用，检测识别效率为20个/秒，高效精准识别字符内容；可输出NG报警信号，直接触发剔废机构对不良品进行剔除；可对检测识别内容进行数据统计，数据导出等，方便快捷；采用OCR深度学习软件算法，识别率更高，效率更快，识别误差几乎为零；适用于各行业产品生产日期、批号、序列码等检测识别，如食品行业、烟酒饮料行业、化妆品行业等快消品市场。,安全
2244,DY型移动式皮带输送机DY型移动式皮带输送机有从300－800型 多种规格，外形美观，结构紧凑，转扬简单、应用范围广、生产效率高的输送设备，既可输送散料 又可成包输送。广泛应用于工厂、粮库及港口码头装卸作业区的物料输送。同时应用于冶金、建材、化工、矿山、粮油、食品、饲料、塑料、医药等行业。,智能装备
2245,"T系列T30桁架机器人此桁架机器人是公司新开发的三轴(X,Y,Z)结构机械手，适用于仅竖轴即Z轴运动不能完成装夹的场合。可配合旋转料仓、在线监测装置等进行生产。",智能装备
2246,H3C MSR 2600路由器随着云网络和云计算的大规模普及，云广域网络也出现了重大的变革，用户对于传统路由设备提出了新的需求，其主要体现在以下几个方面：网络性能需求。在基本的带宽、性能和可靠性需求基础之上，更加关注网络时延、抖动等网络指标以保证业务在云广域网络中的体验网络安全需求。伴随着无线通信接入技术的进一步发展，网络接入终端形态已由单一的PC发展为多元化的智能终端、PAD、扫描枪等丰富的终端接入形态，BYOD(Bring your own devices)日趋风行，网络安全边界被打破，客户对于网络设备的安全性提出了更高的要求网络管理需求。客户需要更加简单、自动化的管理手段，简化网络设备和承载应用的配置、变更、管理与维护，并能对网络设备进行自动化部署和管理，以提高效率和降低管理成本面临这种机遇和挑战，H3C公司依靠十多年对企业网和运营商网络的深入理解以及扎实技术的积累，开发了新MSR 930/2600/3600/5600多业务路由器。该系列新产品的推出将继续保持H3C公司一贯的高品质，高性价比的优势，确保用户在激烈的竞争环境下保持网络业务的领先优势。MSR2600系列路由器采用了业界最新的高性能多核处理器和H3C公司先进的软硬件设计技术，提供超强的业务转发能力和极佳的网络体验效果。该设备在系统架构方面的优势主要体现在以下几个方面：采用业界先进的网络通信处理器，结合H3C公司先进的软硬件设计架构，提供卓越的业务并发处理能力。多数款型支持路由交换一体化，内置全千兆的太网交换接口，不仅方便管理，也降低用户的投资成本。业界领先的H3C智能流量调度和精细化的业务控制技术，为客户带来极佳的网络体验。零配置部署，支持U盘等多种开局方式，简化网络部署复杂度，降低实施成本。智能远程集中管理（BiMS），支持批量设备软件升级、配置自动下发、配置回滚、设备运行监控、故障告警等。设备内嵌智能网管平台，实现局域网内的设备和用户的管理。丰富的VPN互联技术，支持国密办加密算法，提供各种应用场景下的云网络VPN接入，畅享云网络服务。MSR2600系列云业务.多业务路由器主要适用于金融离行式网点、中小企业、政府县乡分支机构、商业连锁营业网点等应用环境。该系列产品针对云业务进行了深度的定制开发，能在最小的投资范围内为企业网络提供一体化的综合解决方案，充分地满足未来业务扩展的多元化应用需求，符合企业IT建设的现状与趋势，适应日益增长的4G/3G无线通信和云网络业务发展的需要。MSR2600系列路由器包括的产品主要有：MSR2600-10、MSR2600-17、MSR 26-30、MSR2600-10-X1和MSR2600-6-X1路由器。,工业自动化
2247,工业机器人熊猫装备致力新一代工业机器人和核心部件的研发，在机器人控制系统、本体结构、伺服驱动器等关键环节取得了重大进展，工业机器人项目被评为江苏省2015年科技成果转化A类项目。,智能装备
2248,进销存管理进销存管理平台,工业自动化
2249,H3C H8家庭智慧无线套装H3C H8是新华三技术有限公司针对大平层、跃层、别墅、公寓等场景化网络需求，特别设计的套餐产品。包含1台H200家庭智能中枢和6台A200千兆版高速无线面板。智慧中枢内多达9个全千兆端口，1WAN8LAN，集成路由网关、无线管理功能（AC）、PoE供电和智慧家居网关于一体，功能强大，部署方便。A200千兆版采用国内标准86大小，相比上一代产品，体积更小，无线速率提高到1200M！精心挑选多种配色方案，可匹配家庭不同装修风格。,工业自动化
2250,"DXD-F60II圆角背封包装机型号：DXDF60II圆角       制袋尺寸：长40-140mm,宽：20-100mm           包材直径：＜300mm计量方式：螺杆           重量：185KG                                 电源电压：380V计量范围：1-100ml         外形尺寸：宽*长*高（mm）780*570*1650       功率：1.1KW包装速度：40-60袋/分     包装材料：各种复合膜                       工作环境温度：0-40℃      此款包装机为粉剂背封圆角袋型包装机，采用螺杆计量方式，可自动完成制袋，计量，充填，封合，切断，打印批号，计数，光电追踪等全过程。智能光电定位，明动，暗动任意转换，制袋精度高，操作方便。售后服务：整机保修一年，购机后有专业的售后服务人员为您调试。",智能装备
2251,烟用分拣机该种分拣机由“A”字机演化而来，专用于烟草商业环节的条烟分拣。条烟分拣机的应用，极大的提升了卷烟物流配送中心的工作效率，降低了分拣差错率，改善了现场的作业环境，提升了客户响应速度及满意度。从分拣设备形式大致分为：立式机、卧式机、通道机；从分拣工艺形式大致分为：单层串行、双层并行、三层并行、四层并行和多层并行；从分拣效率大致分为：12000条/小时的低速分拣机、15000条/小时的中速分拣机、18000条/小时的高速分拣机及20000条/小时以上的超高速分拣机,智能装备
2252,S1700系列企业交换机S1700系列交换机提供简单便利的安装维护手段和丰富的业务特性，助力用户打造安全可靠的高性能网络，可广泛应用于中小企业、网吧、酒店、学校等以太接入场景。根据设备支持的不同管理方式，S1700系列交换机可划分为如下三类。无管理型交换机：支持开箱即用，不需要安装软件，也没有任何配置，无需后续管理。Web管理型交换机：支持通过Web浏览器管理和维护设备，提供了易操作、友好的人机界面。全管理型交换机：全管理型交换机支持Web浏览器、SNMP网管、命令行（S1720GW-E、S1720GWR-E、S1720X-XWR-E支持）等多样化的设备管理和维护方式，具备友好的人机界面。,工业自动化
2253,CloudEngine S6730S-H系列交换机CloudEngine S6730S-H系列全功能万兆交换机，是华为公司推出的新一代万兆盒式交换机，具备随板AC能力，可管理大规格数量的AP；具备业务随行能力，提供一致的用户体验；具备VXLAN能力，支持网络虚拟化功能；内置安全探针，支持异常流量检测、加密流量的威胁分析，以及全网威胁诱捕等功能，可广泛应用于企业园区、运营商、高校、政府等应用场景。,工业自动化
2254,"ZCC3000履带式起重机ZCC3000定位为300吨级履带起重机，最大起重量300t，综合起重性能全面高于市场260吨级产品，主臂长度24-93m，轻型臂长度67.5-106.5m，固定副臂长度9-36m，变幅副臂长度24-66m.广泛的施工应用于桥梁、钢结构、盾构等基础施工领域。配置主臂、轻型主臂、固定副臂、变幅副臂、盾构五种工况，应用场景广泛。秉承模块化设计，主机自装卸，臂架悬空安装；穿绳同步，桅杆顶升同步，组装效率同级别产品最优。最大运输宽度<3M,道路运输通过性好。ZCC3000固定副臂，变幅副臂、盾构副臂顶节臂和标准节通用，可以尽可能的为客户减少购买成本，提高臂架的利用率。ZCC3000采用电气和液压元器件国内知名成熟产品，大部分零件与中联其他吨位履带起重机通用，备件易获取，产品维护保养便捷。",智能装备
2255,电子公文安全交换系统电子公文安全交换系统遵循国家公文交换、传输相关标准规范，为党政机关、事业单位或大中型企业单位提供电子公文交换和管理等功能，满足用户对电子公文交换和管理需求，为政务、企业应用提供安全的公文交换业务支撑。,安全
2256,MMC inv400系列变频器MMC inv400系列变频器（以下简称变频器）采用DSP控制系统，实现无速度传感器矢量控制，有效抑制低频振荡；采用可编程端子使应用更加灵活。嵌入式软件功能强大，具有多种控制方式；内置PID、简易PLC；输出转矩高，过载能力强.,智能装备
2257,天融信等保一体机天融信等保一体机是传统安全防护与云计算技术相结合的一款软硬一体化产品，在快速有效帮用户完成等级保护建设的同时，赋予用户按需弹性扩展的能力，是一套软件定义安全、轻量快速一体化的解决方案。,安全
2258,"TPC-1251H延续TPC产品系列优质特性，TPC拓展了它5.7"", 12.1"" & 15"" Intel® Atom™ 平台触摸式平板电脑系列。TPC-1251H 以Intel® Atom™ eMenlow XL处理器为核心，其支持低功耗和宽幅操作温度。同时TPC-1251H拥有无风扇、紧凑型外观设计以及压铸铝合金材料前面板。该产品同样支持-20~60° C宽幅操作温度和对串口的隔离保护。TPC系列非常持久可靠，极其适合严苛的室内外环境。",工业自动化
2259,中小型可编程控制器（LE-PLC）LE系列是和利时推出的新一代高性能中小型PLC产品，适合中小型工业装备控制和分布式远程监控应用。LE-PLC集小型PLC产品紧凑的结构和中型PLC产品丰富的功能优势于一体，最大可支持20个本地IO或远程IO单元；CPU模块本体支持专用数据储存卡和批量加密下载，具备强大的运动控制和模拟控制能力，并支持用户自定义功能扩展；提供多种通讯模块，支持现场总线、无线网络和工业以太网接口,工业自动化
2260,"SOM-44551根200pin DDR-SODIMM(DDR333) 最大512MBEmbedded AMD Geode™ 处理器10/100Mbps网口18位LCD/单通道LVDSAC""97 V 2.3声卡功耗小于8watts",工业自动化
2261,"NS-ISG-2000防火墙瞻博网络 ISG 系列集成安全网关是专用安全解决方案，适用于保护需要统一、可扩展性能的企业、运营商和数据中心环境。ISG系列提供：·         可预测性能: 基于ASIC的架构为所有数据包类型提供了多Gb线速性能。·         系统和网络永续性: 硬件组件冗余性、多个高可用性选项和基于路由的VPN提供了可靠性和永续性。·         网络安全性: ISG系列提供内嵌Web过滤、防垃圾邮件、IPS、ICAP防病毒重导向和可选集成IDP功能。·         网络划分: 安全分区、虚拟系统、虚拟LANS和虚拟路由器使管理员能部署安全策略，来隔离访客和地区服务器或数据库。·         认证: ISG系列符合FIPS、Common Criteria、ICSA等标准的要求。·         功能强大的IPv6可选集成IDP配备IDP的ISG系列防火墙/VPN与瞻博网络 IDP系列设备使用相同的、屡获大奖的软件。此IDP安全模块结合了8种检测机制，包括基于状态的签名和协议异常情况检测等。配备IDP的ISG能防御蠕虫、特洛伊木马、恶意软件、间谍软件和黑客等安全威胁，并提供恶意服务器信息以及无意中添加到网络中的应用和操作系统的数据。应用签名使管理员能保持法规遵从性，实施企业业务策略，准确检测应用流量。 ISG1000产品说明接口数量 4个固定的10/100/1000接口，外加最多8个mini GBIC（SX、LX或TX）接口，最多8个10/100/1000接口，最多20个10/100接口，或者最多2个10GE接口可信接口中最多支持的IP地址数量 不限吞吐量·         2G FW·         1G 3DES/AES VPN会话数量 500,000VPN隧道数量 2,000策略数量 10,000虚拟系统数量 默认0个，可升级到50个虚拟局域网数量 4,094安全区数量 默认20个，可升级到120个虚拟路由器数量 默认3个，可升级到53个支持的高可用性模式·         主/备·         主/主·         主/主全网状IPS（深层检测防火墙） 是IPS（集成IDP） 是—可选升级集成/重定向Web过滤 是/是ISG2000产品说明接口数量 最多16个 mini GBIC(SX、LX或TX)接口，最多8个10/100/1000接口，最多28个10/100接口，或者最多4个10GE接口可信接口中最多支持的IP地址数量 不限吞吐量·         4G FW·         2G 3DES/AES VPN会话数量 1,000,000VPN隧道数量 10,000策略数量 30,000虚拟系统数量",安全
2262,工业信息安全检查工具集工业网络信息安全检查工具集是一款针对网络中设备、主机、网络、应用等系统及配置进行安全检查，以及对管理和物理安全数据进行录入的专用网络安全检查系统。基于ISA 99标准，已应用于国内外2万个应用场景与4000+套DCS系统 ；可对企业安全风险、安全体系、应对能力等进行一体化评测，对超过100项相关将项进行详细评估 ；帮助企业用户全面动态掌握重要信息化网络和工控系统网络安全状况 ；帮助监督检查部门更便捷的执行检查工作。,安全
2263,FANUC M-10iA系列机器人FANUC M-10iA系列机器人,智能装备
2264,产品型号 S511八核CPU，性能强劲 经典设计，极致轻薄三键扫描充电1小时，工作8小时全网4G医用手电筒2.4G/5G双频WiFi系统安全加固,工业自动化
2265,"防火墙ASA5520-BUN-K9CISCO ASA5520-BUN-K9详细参数主要参数 设备类型VPN防火墙并发连接数280000网络吞吐量450Mbps安全过滤带宽225Mbps用户数限制无用户数限制网络端口千兆以太网端口×4、快速以太网端口×1、SSM 扩展插槽×1控制端口consoleVPN支持支持入侵检测DoS管理思科安全管理器 (CS-Manager) ,Web安全标准UL 1950,CSA C22.2 No. 950,EN 60950 IEC 60950,AS/NZS3260,TS001一般参数 电源100-240VAC，47/63Hz产品尺寸362×200.4×44.5mm产品重量9.07kg适用环境工作温度：0℃-40℃工作湿度：5%-95%(非冷凝)存储温度：-25℃-70℃存储湿度：5%-95% (非冷凝)其他性能既可以实现强大的安全保护，又可以避免在多个地点运行多个设备的高运行成本",安全
2266,SRBZ1440A大负载真空机械手， LED芯片制造领域的真空机械手产品，主要用于LED芯片制造过程中，实现装有大量LED晶圆的托盘在各个工艺腔室间的传送，具有真空度高，负载大，传输效率高，耐高温等特点，大大提高了LED芯片生产制造的良率和效率，是LED芯片制造装备的关键产品。传统的LED芯片制造采用集成电路制造制程应用的真空机械手，其负载能力只有1kg。本产品在集成电路制造用真空机械手的基础上，针对其大负载需求，创新了其传输结构和控制规律，使其能够达到20.5kg的负载能力，同时保持很小的占用体积，保持高耐真空度及洁净等级。,智能装备
2267,螺旋进料式定量包装秤·可靠性高，确保长期准确无故障运行   ·易于维护，便于清洁。·根据特殊要求可配置单、,智能装备
2268,DDoS防护阿里云DDoS防护服务是以阿里云覆盖全球的DDoS防护网络为基础，结合阿里巴巴自研的DDoS攻击检测和智能防护体系，向您提供可管理的DDoS防护服务，自动快速的缓解网络攻击对业务造成的延迟增加，访问受限，业务中断全球DDoS防护网络，轻松应对流量型攻击作为阿里巴巴经济体自用DDoS防护体系，阿里云DDoS防护在全球建设DDoS清洗中心，防护网络总带宽超过10Tbps，服务通过保障天猫，淘宝，高德，蚂蚁，Lazada等全球化业务，积累了丰富的DDoS防护经验，并提炼为标准服务开放给全球的用户，每天平均防护云上DDoS攻击2500次，成功防护1Tbps攻击。阿里云AI防护引擎，自动对抗资源耗尽型攻击基于大数据计算和机器学习能力建设AI智能DDoS防护系统，阿里云DDoS防护服务针对复杂的资源耗尽型DDoS攻击（CC攻击）实现自动化防护，根据攻击的实际情况快速自动地适配并调整防护策略，降低安全运维成本，让安全运营人员轻松面对复杂DDoS攻击，保障业务平稳运行。,安全
2269,斜导轮分拣机该种分拣机分拣原理是，在直线运动的输送线中，每个分拣口处安装一台斜导轮分拣机，当待分货物到达分拣口，斜导轮顶起（或摆动）并朝向分拣口运转，将待分货物输送至分拣口内，以达到分拣的目的。该分拣机布局灵活，对货物冲击力小，对体积大、重量适应范围大。其应用领域非常广泛，主要针对纸箱包装、周转箱和底部较为平整货物的分拣,智能装备
2270,EDA软件、集成电路仿真、半导体器件建模、半导体参数测试,工业软件与平台
2271,绿盟远程安全评估系统 RSAS绿盟远程安全评估系统RSAS（Remote Security Assessment System）是绿盟科技结合多年的漏洞挖掘和安全服务实践经验，自主研发的新一代漏洞管理产品，它高效、全方位的检测网络中的各类脆弱性风险，提供专业、有效的安全分析和修补建议，并贴合安全管理流程对修补效果进行审计，最大程度减小受攻击面，是您身边专业的“漏洞管理专家”。,安全
2272,LCD-102TLCD-102T,工业自动化
2273,WorkNC CAD/CAM软件总代理,工业软件与平台
2274,FDWB-SY室外温度变送器FDWB-SY室外温度变送器,工业自动化
2275,全自动激光焊接测漏机功能概述适用于对方形钢、铝、壳电池盖板焊接及焊前、焊后绝缘内阻检测，焊后壳体气密性检测，激光打标（喷码）并自动对相应产品分类。技术特点：● 具有焊前、焊后两种绝缘内阻测试，系统分别测试电池的正、负极之间和正、负极柱分别与壳体之间的绝缘内阴,智能装备
2276,天融信安全隔离与单向导入系统天融信安全隔离与单向导入系统是北京天融信公司基于自主知识产权的安全操作系统TOS (Topsec Operating System) 和多年网络安全产品研发经验研发而成的，该产品采用2+1系统架构，基于物理单向传输部件，结合传统安全隔离技术的摆渡+代理技术，实现了信息在物理层的单向传输。同时该产品通过对信息进行落地、还原、扫描、过滤、防病毒、入侵检测、审计等一系列安全处理机制，有效阻挡黑客攻击、恶意代码和病毒渗入，防范内部机密信息的泄露。,安全
2277,"DSD-305555"" FHD工业级数字标牌显示器 & 触摸屏",工业自动化
2278,安全隔离与信息交换系统在政府、国防、能源等很多重要领域，对数据机密性、网络平稳性、业务连续性要求极高，坚如磐石的安全保障尤其关键。在上世纪90年代中期俄罗斯人Ry Jones首先提出“AirGap”隔离概念，然后，以色列研制成功物理隔离卡，实现网络之间的安全隔离，其后，美国Whale Communications公司和以色列SpearHead公司先后推出了e-Gap和NetGap产品，利用专有硬件实现两个网络在不连通的情况下数据的安全交换和资源共享，从而使安全隔离技术从单纯实现“网络隔离禁止交换”发展到“安全隔离和可靠、可控交换”。,安全
2279,材料数据库，结构和强度快速迭代设计平台,工业软件与平台
2280,锦德汽车脚垫切割机JD-ASF系列避光垫切割机主要是用于汽车内饰行业中的材料切割，如遮阳板、泡沫遮阳挡、涂银布、汽车脚垫、后备箱垫、丝圈脚垫、XPE脚垫、地毯地垫、汽车座套、汽车坐垫、布料等材料，采用震动刀、拖刀形式切割，带有自动送料功能，针对卷材自动送料切割，不需人守，达到自动化程度，代替人工切割，效率高，精度高，速度快，切割尺寸，误差低，同时避光切割机、遮阳板切割机有尺寸可选，可以根据材料自身的大小而选择不同的设备大小。,智能装备
2281,斑马ZEBRA商用条码打印机GK-888TT“斑马ZEBRA商用条码打印机GK-888TT”详细介绍斑马ZEBRA商用条码打印机GK-888TT,智能装备
2282,基础设施行业三维数字化设计、三维数字化交付、三维数字化运维软件,工业软件与平台
2283,IDS31-230W该款产品是23”工业级开放式显示器，是一款完全可配置的高可靠性坚固型显示解决方案，可根据应用需求调整屏幕亮度，并选择触摸技术和视频输入（包括DisplayPort）,工业自动化
2284,病毒威胁防护系统随着计算机网络技术的迅速发展与广泛应用，新型病毒层出不穷，且由于其传播速度更快、影响范围更广、针对性更强的特点，使如今的计算机病毒危害性达到了前所未有的高度。用户迫切需要在病毒未进入内部网络造成损失之前进行阻断拦截，能够有效避免病毒所给用户带来的损失和影响。捷普病毒威胁防护系统，是针对以恶意代码综合威胁特征及行为而研发的一款硬件产品，其核心功能在于全面监测和过滤恶意代码传播和爆发的各项环节及引发的连带威胁，监测范围主要以“病毒（包含手机病毒）、蠕虫、僵尸网络、木马通讯、恶意URL、口令探测”等较为活跃的威胁类型，产品部署在网络边界处，深度分析通信数据中的恶意代码综合威胁，实现对进出网络数据的威胁识别与过滤。,安全
2285,"TPC-1551T(B)工业信息终端平板电脑TPC-1551(B)是TPC-1551T(A)的升级版本，其配备15"" XGA TFT 液晶显示器，搭配低功耗英特尔®Atom™E3845 1.91GHz四核处理器和4GB DDR3L 内存。 TPC-1551T(B)支持宽操作温度范围(-20 ~ 60°C/-4 ~ 140°F)，配备强固型5线电阻触摸屏，IP66前面板防护等级，采用压铸铝合金前面板设计和支持VESA 100 x100，耐用性更强。此外，TPC-1551T(B)还可通过全尺寸mini-PCIe插槽实现mSATA和iDoor模块相互搭配实现对I/O端口、隔离的数字I/O、现场总线协议、3G/GPS/GPRS/Wi-Fi通信和MRAM等功能的丰富扩展。",工业自动化
2286,"IDS-3121W研华IDS-3121W嵌入式开放式显示器系列采用超薄设计,支持21.5""全高清TFT LCD显示屏，且支持选配高度耐用的电阻式触摸屏。该系列产品支持后部安装和VESA安装。集成支架不仅安装方便，而且能够灵活应用于各种不同应用。",工业自动化
2287,MES（新能源、芯片等行业）、SPC、EAP、RMS、数据分析系统（EDA）、故障检测分类（FDC）以及制造数据平台（MDM）,工业软件与平台
2288,QFN包装机本设备主要是将散装产品经过机器视觉系统辨识后，按照规定方向整齐排放在托盘内，替代人工排料。采用振动盘散装供料，振动盘采用新加坡进口振动盘，盘面经过特殊加工，不会对产品表面造成任何划伤，出料速度可达20K以上.,智能装备
2289,锦德高级定制AI全景摄像切割机器人锦德高级定制AI全景摄像切割机器人,智能装备
2290,数字工厂系统，设备物联数据采集，数字化管理，数据分析,工业软件与平台
2291,"物联边缘网关嘉赛物联边缘网关产品具有完全可编程和可管理平台的优势,为物联网设备提供数据采集，过滤器、规则分组、应用服务接口等功能，实现计算处理更接近边缘，提高万物物联的运营能力。",工业自动化
2292,AP5050DN-S接入点华为AP5050DN-S接入点支持802.11ac wave2标准，2.4G支持3×3MIMO和三条空间流，5G支持4×4MIMO和四条空间流，整机最高速率可达2.33Gbps。支持11n到11ac标准平滑过渡，可充分满足高清视频流、多媒体、桌面云应用等大带宽业务服务质量要求，让企业用户畅享优质无线业务。AP5050DN-S是面向中小企业分销级市场推出的无线AP产品，适用于移动办公、高密度、普教、高教等大中型高密场景。,工业自动化
2293,H3C S6860系列数据中心交换机H3C S6860系列交换机是H3C公司自主研发的数据中心级高密以太网交换机产品。S6860系列交换机专为数据中心设计，支持丰富的数据中心特性，双电源，多风扇，前后或后前风道。提供业界紧凑型交换机最灵活的40GE、100GE及万兆端口的动态组合。S6860系列定位于数据中心及云计算网络中的高密万兆或40GE、100GE汇聚交换，也可用于Overlay网络或融合网络中的TOR架顶接入交换机。H3C S6860系列交换机目前包含以下型号：H3C S6860-54HF：支持48个10GE SFP+端口，6个40GE QSFP+端口或者2个100GE QSFP28端口H3C S6860-54HT：支持48个10GE Base-T端口，6个40GE QSFP+端口或者2个100GE QSFP28端口,工业自动化
